住所,区,地域,ジャンル,店舗名,取扱商品,カテゴリ,カテゴリ(麺類),カテゴリ(薬局),カテゴリ(衣服),カテゴリ(洋菓子)
新潟県新潟市南区新飯田,南区,新飯田,スポーツ、アウトドア用品、車、バイク,小原自動車,各種車輛販売・整備,買 う,0,0,0,0
新潟県新潟市南区白根東町,南区,白根東町,スポーツ、アウトドア用品、車、バイク,大塚スポーツ,スポーツ用品,買 う,0,0,0,0
新潟県新潟市南区月潟,南区,月潟,スポーツ、アウトドア用品、車、バイク,月潟モータース,自動車整備全般・自動車用品,買 う,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,スポーツ、アウトドア用品、車、バイク,吉田自転車,自転車・バイク販売,買 う,0,0,0,0
新潟県新潟市南区庄瀬,南区,庄瀬,その他,石田商店,石油・水道業,買 う,0,0,0,0
新潟県新潟市南区白根,南区,白根,その他,おりはら時計店,時計・眼鏡・補聴器販売,買 う,0,0,0,0
新潟県新潟市南区臼井,南区,臼井,その他,カネコリビングショップ,総合金物・日用品,買 う,0,0,0,0
新潟県新潟市南区南区七軒町,南区,南区七軒町,その他,田村金物店,雨どい,買 う,0,0,0,0
新潟県新潟市南区東長嶋,南区,東長嶋,その他,ハセガワ,燃料・タイヤ・オイル・洗車等,買 う,0,0,0,0
新潟県新潟市南区根岸,南区,根岸,その他,福宝 白根本店,仏壇・墓石・仏具,買 う,0,0,0,0
新潟県新潟市南区白根,南区,白根,その他,藤崎種苗店,種子、農業資材,買 う,0,0,0,0
新潟県新潟市南区鯵潟,南区,鯵潟,旅行、宿泊,蒲鉄トラベル白根店,旅行商品,楽しむ,0,0,0,0
新潟県新潟市南区白根,南区,白根,旅行、宿泊,ゲストハウスぐーぐー,宿泊,楽しむ,0,0,0,0
新潟県新潟市南区月潟,南区,月潟,温泉、銭湯、リラクゼーション,抗酸化陶板浴処 てくてく,抗酸化陶板を活用の低湿度サウナ,楽しむ,0,0,0,0
新潟県新潟市南区白根,南区,白根,温泉、銭湯、リラクゼーション,ロータス・ハート(痩・健・美のヒーリングサロン),整体・リフレ・美容・リンパなど,楽しむ,0,0,0,0
新潟県新潟市南区能登,南区,能登,スポーツ、趣味、写真、写真館,阿部写真館,写真館,楽しむ,0,0,0,0
新潟県新潟市南区鷲ノ木新田,南区,鷲ノ木新田,その他,フルーツランド 白根グレープガーデン,果物やジェラート,楽しむ,0,0,0,0
新潟県新潟市南区臼井,南区,臼井,和食、寿司、割烹,割烹 伊万里,慶事・仏事・ご宴会やテイクアウト,食べる,0,0,0,0
新潟県新潟市南区庄瀬,南区,庄瀬,和食、寿司、割烹,割烹魚清,和食・仕出し料理,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,和食、寿司、割烹,金寿司,お寿司・一品料理他,食べる,0,0,0,0
新潟県新潟市南区鯵潟,南区,鯵潟,和食、寿司、割烹,くいどころ里味白根店,そば・うどん・寿司,食べる,0,0,0,0
新潟県新潟市南区能登,南区,能登,和食、寿司、割烹,すし政ダイニングさら,すし,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,和食、寿司、割烹,土筆,飲食店,食べる,0,0,0,0
新潟県新潟市南区臼井,南区,臼井,和食、寿司、割烹,戸頭屋,料理店,食べる,0,0,0,0
新潟県新潟市南区能登,南区,能登,和食、寿司、割烹,日本料理浅乃橙,夢味豚焼売、仙台牛カレールー(真空パック) 、季節の白根弁当,食べる,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,和食、寿司、割烹,にろく寿司,寿司、和食,食べる,0,0,0,0
新潟県新潟市南区保坂,南区,保坂,和食、寿司、割烹,瑞雪楼,日本料理・手打そば・折詰弁当,食べる,0,0,0,0
新潟県新潟市南区西白根,南区,西白根,和食、寿司、割烹,哩久司,オードブル・折箱・お膳料理各種,食べる,0,0,0,0
新潟県新潟市南区鰺潟,南区,鰺潟,洋食、イタリアン、フレンチ,ピザクル白根店,ピザ,食べる,0,0,0,0
新潟県新潟市南区戸頭,南区,戸頭,洋食、イタリアン、フレンチ,レストラン カリスタ,和食・洋食 全般,食べる,0,0,0,0
新潟県新潟市南区上塩俵,南区,上塩俵,中華、ラーメン,極濃湯麺フタツメ白根大通店,タンメン・唐揚げ・餃子,食べる,1,0,0,0
新潟県新潟市南区能登,南区,能登,中華、ラーメン,さんぽう亭白根店,ラーメン専門店,食べる,1,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,中華、ラーメン,中国料理 こま,マーボーメン・餃子・ヤサイ炒め,食べる,1,0,0,0
新潟県新潟市南区茨曽根,南区,茨曽根,中華、ラーメン,らーめん神田屋,各種らーめん・餃子・お子さまらーめん,食べる,1,0,0,0
新潟県新潟市南区鯵潟,南区,鯵潟,中華、ラーメン,レストラン三宝白根店,ファミリーレストラン,食べる,1,0,0,0
新潟県新潟市南区白根,南区,白根,中華、ラーメン,六太郎食堂,ラーメン・丼もの,食べる,1,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,いたりあん酒場googoo,アルコール、食材,食べる,0,0,0,0
新潟県新潟市南区上下諏ノ木,南区,上下諏ノ木,居酒屋、その他,大阪屋白根ラスぺック前店,洋菓子販売,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,割烹山十 小料理大すけ,飲食業・居酒屋,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,魚かじや,オードブル・弁当,食べる,0,0,0,0
新潟県新潟市南区能登,南区,能登,居酒屋、その他,酒亭花みずき,酒類、一品料理,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,ショット&スナック ANON,カクテル他アルコール各種,食べる,0,0,0,0
新潟県新潟市南区白根日の出町,南区,白根日の出町,居酒屋、その他,炭火舎 佐助,串焼き・刺身・ビール・お酒,食べる,0,0,0,0
新潟県新潟市南区西白根,南区,西白根,居酒屋、その他,ZERO-ONE,飲食,食べる,0,0,0,0
新潟県新潟市南区鰺潟,南区,鰺潟,居酒屋、その他,東横白根店,元祖新潟濃厚みそラーメン,食べる,1,0,0,0
新潟県新潟市南区西白根,南区,西白根,居酒屋、その他,はなどり,焼き鳥,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,Brugge,酒 食べ物,食べる,0,0,0,0
新潟県新潟市南区大通黄金,南区,大通黄金,居酒屋、その他,焼肉きなせや,旨いお肉と本格ラーメン等,食べる,1,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,居酒屋、その他,よりみち花朱,居酒屋,食べる,0,0,0,0
新潟県新潟市南区白根,南区,白根,居酒屋、その他,Libebar,酒、小料理,食べる,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,理容、美容院,ART HAIR grow,理容室,暮らす,0,0,0,0
新潟県新潟市南区大別当,南区,大別当,理容、美容院,阿部理容所,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,いからし美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区新飯田,南区,新飯田,理容、美容院,今井美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区能登,南区,能登,理容、美容院,エムズ・ヘアプレゼンス,カット、カラー、パーマ,暮らす,0,0,0,0
新潟県新潟市南区味方,南区,味方,理容、美容院,かさい理容所,理容室,暮らす,0,0,0,0
新潟県新潟市南区新飯田,南区,新飯田,理容、美容院,カットスタジオ コバヤシ,カット パーマ  カラー 顔剃り,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,理容、美容院,カット・ブース クール,理容室,暮らす,0,0,0,0
新潟県新潟市南区大通黄金,南区,大通黄金,理容、美容院,髪・グロッケン,理容室,暮らす,0,0,0,0
新潟県新潟市南区熊登,南区,熊登,理容、美容院,ヘアーハート心癒院,理容室,暮らす,0,0,0,0
新潟県新潟市南区鷲ノ木新田,南区,鷲ノ木新田,理容、美容院,河内理容,理容室,暮らす,0,0,0,0
新潟県新潟市南区鷲ノ木新田,南区,鷲ノ木新田,理容、美容院,河内理容所,カット・顔剃り,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,きばえ美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区大別當,南区,大別當,理容、美容院,KEN'S BARBAR,理容業全般 cut&shave,暮らす,0,0,0,0
新潟県新潟市南区白根水道町,南区,白根水道町,理容、美容院,小山美容院,美容室,暮らす,0,0,0,0
新潟県新潟市南区大通南,南区,大通南,理容、美容院,ジャック フロスト,カット・パーマ・店販,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,パール美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区新山崎町,南区,新山崎町,理容、美容院,ハセガワ理容室,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,花岡理容所,理容室,暮らす,0,0,0,0
新潟県新潟市南区大通南,南区,大通南,理容、美容院,ビークルヘア,調髪,暮らす,0,0,0,0
新潟県新潟市南区大通南,南区,大通南,理容、美容院,Vehicle hair,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,美容室シュガー,美容室,暮らす,0,0,0,0
新潟県新潟市南区能登,南区,能登,理容、美容院,hair     art    fata,ヘアケア商品、化粧品等,暮らす,0,0,0,0
新潟県新潟市南区七軒町,南区,七軒町,理容、美容院,ヘアーサロン いしぐち,理容室,暮らす,0,0,0,0
新潟県新潟市南区鯵潟,南区,鯵潟,理容、美容院,ヘアーサロン 大竹,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根無番地,南区,白根無番地,理容、美容院,ヘアーサロン くりた,理容室,暮らす,0,0,0,0
新潟県新潟市南区新飯田,南区,新飯田,理容、美容院,ヘアーサロン コバヤシ,理容室,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,理容、美容院,ヘアーサロン サトウ,理容室,暮らす,0,0,0,0
新潟県新潟市南区下塩俵,南区,下塩俵,理容、美容院,ヘアーサロン サムソン,理容室,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,理容、美容院,ヘアーサロンタケダ,理容業,暮らす,0,0,0,0
新潟県新潟市南区下木山,南区,下木山,理容、美容院,ヘアーサロン 森山,理容室,暮らす,0,0,0,0
新潟県新潟市南区大通南,南区,大通南,理容、美容院,ヘアーサロン もりやま,理容室,暮らす,0,0,0,0
新潟県新潟市南区新飯田,南区,新飯田,理容、美容院,ヘアーサロン ヨネモチ,理容室,暮らす,0,0,0,0
新潟県新潟市南区犬帰新田,南区,犬帰新田,理容、美容院,ヘアーサロン わくい,理容室,暮らす,0,0,0,0
新潟県新潟市南区木滑,南区,木滑,理容、美容院,みかはうす,理容室,暮らす,0,0,0,0
新潟県新潟市南区根岸,南区,根岸,理容、美容院,皆川理容所,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,宮島美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区庄瀬,南区,庄瀬,理容、美容院,吉田理容,理容室,暮らす,0,0,0,0
新潟県新潟市南区南田中,南区,南田中,理容、美容院,ラ・メール美容室,美容室,暮らす,0,0,0,0
新潟県新潟市南区西白根,南区,西白根,理容、美容院,理容タネムラ,女性顔剃り・出張お迎えサービス,暮らす,0,0,0,0
新潟県新潟市南区能登,南区,能登,理容、美容院,理容いいだ,理容室,暮らす,0,0,0,0
新潟県新潟市南区茨曽根,南区,茨曽根,理容、美容院,理容ウエスギ,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,理容コヤナギ,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根魚町,南区,白根魚町,理容、美容院,理容ササガワ,理容室,暮らす,0,0,0,0
新潟県新潟市南区東萓場,南区,東萓場,理容、美容院,理容セキネ,理容室,暮らす,0,0,0,0
新潟県新潟市南区庄瀬,南区,庄瀬,理容、美容院,理容たかはし,理容室,暮らす,0,0,0,0
新潟県新潟市南区月潟,南区,月潟,理容、美容院,理容タムラ,理容室,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,理容、美容院,理容トミタ,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,理容ナガイ,理容室,暮らす,0,0,0,0
新潟県新潟市南区大別当,南区,大別当,理容、美容院,理容なかじま,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,理容のざわ,理容室,暮らす,0,0,0,0
新潟県新潟市南区臼井,南区,臼井,理容、美容院,理容ハヤカワ,理容室,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,理容、美容院,理容ホンナ,理容室,暮らす,0,0,0,0
新潟県新潟市南区月潟,南区,月潟,理容、美容院,理容ムネムラ,理容室,暮らす,0,0,0,0
新潟県新潟市南区臼井,南区,臼井,理容、美容院,理容山口,理容室,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木字論地,南区,上下諏訪木字論地,育児、教育習い事,白根中央自動車学校,運転免許,暮らす,0,0,0,0
新潟県新潟市南区戸石,南区,戸石,その他,おそうじ工房新潟,ハウスクリーニング,暮らす,0,0,0,0
新潟県新潟市南区大通西,南区,大通西,その他,クイックボーイ白根店,一般クリーニング,暮らす,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,その他,新潟白根給油所,自動車燃料油,暮らす,0,0,0,0
新潟県新潟市南区白根,南区,白根,その他,白根タクシー株式会社,タクシー,暮らす,0,0,0,0
新潟県新潟市南区能登,南区,能登,その他,ラッキー代行,運転代行,暮らす,0,0,0,0
新潟県新潟市南区鯵潟,南区,鯵潟,食品スーパー,ウオエイ国道店,食品、日用雑貨,チェーンストア,0,0,0,0
新潟県新潟市南区七軒字前,南区,七軒字前,食品スーパー,にいつフードセンター白根店,各種飲食料品・雑貨,チェーンストア,0,0,0,0
新潟県新潟市南区上下諏訪木字論地,南区,上下諏訪木字論地,ホームセンター,ひらせいホームセンター白根バイパス店,生活用品,チェーンストア,0,0,0,0
新潟県新潟市南区十五間字堀東,南区,十五間字堀東,ホームセンター,HIRASEI遊TSUTAYA白根店,書籍・CD・DVD・文具,チェーンストア,0,0,0,0
新潟県新潟市南区茨曽根,南区,茨曽根,コンビニ,セブン-イレブン白根茨曽根店,食料品・雑貨・本など,チェーンストア,0,0,0,0
新潟県新潟市南区西白根,南区,西白根,コンビニ,ファミリーマート新潟西白根店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市南区上下諏訪木,南区,上下諏訪木,コンビニ,ファミリーマート白根文京町店,食料品・日用品,チェーンストア,0,0,0,0
新潟県新潟市南区七軒字前,南区,七軒字前,コンビニ,ローソン新潟白根七軒店,食品・飲料,チェーンストア,0,0,0,0
新潟県新潟市南区新飯田,南区,新飯田,コンビニ,ローソン白根新飯田店,食品・飲料,チェーンストア,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,阿部ホテー堂,医薬品(漢方)・雑貨・化粧品,買 う,0,1,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,いちまん,食品・雑貨・スーパー,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,衣料百貨の店 こばやし,婦人衣料 下着 靴下 化粧品,買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,内野農産,米・野菜・燃料,買 う,0,0,0,0
新潟県新潟市西区内野戸中才,西区,内野戸中才,食品、衣料品、生活雑貨、くすり,内野農産野菜直売所,米・野菜他,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,お菓子の店みつもと,菓子製造販売,買 う,0,0,0,0
新潟県新潟市西区内野西,西区,内野西,食品、衣料品、生活雑貨、くすり,岡本酒店,食品・酒類販売,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,お茶の木口園,茶・茶道具・美術品・整水器,買 う,0,0,0,0
新潟県新潟市西区小針南,西区,小針南,食品、衣料品、生活雑貨、くすり,眼鏡館コイズミ,メガネ,買 う,0,0,0,0
新潟県新潟市西区小針,西区,小針,食品、衣料品、生活雑貨、くすり,キャラット,婦人服・小物他・セレクトショップ,買 う,0,0,1,0
新潟県新潟市西区青山,西区,青山,食品、衣料品、生活雑貨、くすり,クリスタルサロンかざま(イオン新潟青山店2F),婦人服・服飾雑貨,買 う,0,0,1,0
新潟県新潟市西区鳥原新田,西区,鳥原新田,食品、衣料品、生活雑貨、くすり,コージ製靴新潟工場,紳士靴(セール時・婦人靴革小物),買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,珈琲・お茶の田中,コーヒー豆・お茶,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,こやま呉服店,衣料品・きもの・寝具・学生衣料,買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,佐藤正男薬局,医薬品・化粧品・雑貨品,買 う,0,1,0,0
新潟県新潟市西区青山,西区,青山,食品、衣料品、生活雑貨、くすり,関屋米穀,米・酒・灯油,買 う,0,0,0,0
新潟県新潟市西区山田(ふるさと村内),西区,山田(ふるさと村内),食品、衣料品、生活雑貨、くすり,竹徳かまぼこふるさと村店,かまぼこ、しんじょう、惣菜、おでん,買 う,0,0,0,0
新潟県新潟市西区小針,西区,小針,食品、衣料品、生活雑貨、くすり,tent zakka&kids,子ども服、生活雑貨,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,食品、衣料品、生活雑貨、くすり,鳥新精肉店,精肉・惣菜販売,買 う,0,0,0,0
新潟県新潟市西区小針,西区,小針,食品、衣料品、生活雑貨、くすり,ナガイ電器,家電製品,買 う,0,0,0,0
,,,,,,,0,0,0,0
新潟県新潟市西区山田,西区,山田,食品、衣料品、生活雑貨、くすり,新潟ふるさと村,お土産品,買 う,0,0,0,0
新潟県新潟市西区山田字堤付,西区,山田字堤付,食品、衣料品、生活雑貨、くすり,新潟ふるさと村鮮魚センターマリーン,生魚又は加工品,買 う,0,0,0,0
新潟県新潟市西区内野西,西区,内野西,食品、衣料品、生活雑貨、くすり,パティスリーリン・ぺペール,洋菓子製造販売,買 う,0,0,0,0
新潟県新潟市西区山田,西区,山田,食品、衣料品、生活雑貨、くすり,ひまわり食品黒埼パルス店,持ち帰り用寿司・惣菜,買 う,0,0,0,0
新潟県新潟市西区赤塚,西区,赤塚,食品、衣料品、生活雑貨、くすり,ファミリーパークカワチヤ,衣料品、生活雑貨,買 う,0,0,0,0
新潟県新潟市西区内野山手,西区,内野山手,食品、衣料品、生活雑貨、くすり,petit caprice daisy,雑貨小物,買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,ふとんのわたしん,寝具,買 う,0,0,0,0
新潟県新潟市西区五十嵐,西区,五十嵐,食品、衣料品、生活雑貨、くすり,フレッシュマートライフ,食料品全般,買 う,0,0,0,0
新潟県新潟市西区鳥原,西区,鳥原,食品、衣料品、生活雑貨、くすり,前田商店,酒類販売,買 う,0,0,0,0
新潟県新潟市西区赤塚,西区,赤塚,食品、衣料品、生活雑貨、くすり,松野屋,婦人衣料・呉服・酒,買 う,0,0,1,0
新潟県新潟市西区谷内,西区,谷内,食品、衣料品、生活雑貨、くすり,ミート&デリカ わくい,食肉兼加工惣菜販売,買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,みやん化粧品店,資生堂・衣料品,買 う,0,0,0,0
新潟県新潟市西区五十嵐中島,西区,五十嵐中島,食品、衣料品、生活雑貨、くすり,やおや 渡辺,野菜・果物,買 う,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,食品、衣料品、生活雑貨、くすり,やしち酒店,酒類,買 う,0,0,0,0
新潟県新潟市西区木場,西区,木場,食品、衣料品、生活雑貨、くすり,勇吉(惣菜や勇吉),惣菜、食品、日用品,買 う,0,0,0,0
新潟県新潟市西区坂井砂山,西区,坂井砂山,食品、衣料品、生活雑貨、くすり,米本園大学前店,日本茶,買 う,0,0,0,0
新潟県新潟市西区寺尾西,西区,寺尾西,食品、衣料品、生活雑貨、くすり,リカーショップタムラ,酒・食品・飲料,買 う,0,0,0,0
新潟県新潟市西区山田(ふるさと村内),西区,山田(ふるさと村内),食品、衣料品、生活雑貨、くすり,わくわくファームふるさと村店,野菜・果物・米・加工品,買 う,0,0,0,0
新潟県新潟市西区小針,西区,小針,本、文具、おもちゃ、CD、DVD,文具館滝沢 PEN BOX,文具,買 う,0,0,0,0
新潟県新潟市西区坂井砂山,西区,坂井砂山,本、文具、おもちゃ、CD、DVD,文信堂書店大学前店,本・文具,買 う,0,0,0,0
新潟県新潟市西区亀貝字前田,西区,亀貝字前田,家電、インテリア、家具、花、園芸,auショップ新潟亀貝,携帯電話,買 う,0,0,0,0
新潟県新潟市西区槇尾,西区,槇尾,家電、インテリア、家具、花、園芸,コスモデンキ,家電品,買 う,0,0,0,0
新潟県新潟市西区大野,西区,大野,家電、インテリア、家具、花、園芸,スーパーダイマック西新潟店,携帯電話,買 う,0,0,0,0
新潟県新潟市西区寺尾前通,西区,寺尾前通,家電、インテリア、家具、花、園芸,電化の夢屋,家電製品,買 う,0,0,0,0
新潟県新潟市西区新中浜,西区,新中浜,家電、インテリア、家具、花、園芸,パナ・コスモキムラ,家電製品,買 う,0,0,0,0
新潟県新潟市西区青山,西区,青山,家電、インテリア、家具、花、園芸,福光産業青山店,家電製品,買 う,0,0,0,0
新潟県新潟市西区青山,西区,青山,家電、インテリア、家具、花、園芸,ぷりむろ~ず,花鉢、生花,買 う,0,0,0,0
新潟県新潟市西区寺尾上,西区,寺尾上,家電、インテリア、家具、花、園芸,ベスト電器寺尾店,家電製品,買 う,0,0,0,0
新潟県新潟市西区青山,西区,青山,家電、インテリア、家具、花、園芸,吉運堂新潟青山店,お仏壇・お墓・仏具・寺院用品・神社用品,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,家電、インテリア、家具、花、園芸,ライフネットイカラシ,家電・住宅設備,買 う,0,0,0,0
新潟県新潟市西区小新南,西区,小新南,スポーツ、アウトドア用品、車、バイク,イエローハット小新インター店,カー用品,買 う,0,0,0,0
新潟県新潟市西区新中浜,西区,新中浜,スポーツ、アウトドア用品、車、バイク,小湊自動車,自動車整備板金・中古車新車販売,買 う,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,スポーツ、アウトドア用品、車、バイク,サイクルショップ箱田,自転車販売・修理,買 う,0,0,0,0
新潟県新潟市西区西小針台,西区,西小針台,スポーツ、アウトドア用品、車、バイク,ノグチスポーツ,スポーツ用品,買 う,0,0,0,0
新潟県新潟市西区山田,西区,山田,スポーツ、アウトドア用品、車、バイク,フィッシャーズ黒埼店,釣具,買 う,0,0,0,0
新潟県新潟市西区寺尾上,西区,寺尾上,スポーツ、アウトドア用品、車、バイク,やなぎやサイクル,自転車,買 う,0,0,0,0
新潟県新潟市西区小新南,西区,小新南,その他,あぽろんイオン新潟西店,楽器・音楽教室,買 う,0,0,0,0
新潟県新潟市西区山田,西区,山田,その他,ENEOS Dr.Drive黒埼インター店,ガソリン・軽油・灯油・洗車・カーメンテナンス,買 う,0,0,0,0
新潟県新潟市西区保古野木字尾崎,西区,保古野木字尾崎,その他,ENEOS Dr.Driveセルフルート116店,車検・コーティング・洗車・カーメンテナンス,買 う,0,0,0,0
新潟県新潟市西区山田,西区,山田,その他,サントノーレ新潟店,ブランド専門店,買 う,0,0,0,0
新潟県新潟市西区小新大通,西区,小新大通,その他,JewelleryCraft ARAIYA,宝石の加工・販売,買 う,0,0,0,0
新潟県新潟市西区青山,西区,青山,その他,neiroイオン新潟青山店,寝具、枕、ふとん、ベッド,買 う,0,0,0,0
新潟県新潟市西区亀貝,西区,亀貝,その他,福宝 新潟西店,仏壇・墓石・仏具,買 う,0,0,0,0
新潟県新潟市西区小新南,西区,小新南,その他,ミリオンペット小新店,犬・猫ペット関連,買 う,0,0,0,0
新潟県新潟市西区坂井,西区,坂井,その他,メガネのいおか新潟大学前店,メガネ・補聴器・時計修理,買 う,0,0,0,0
新潟県新潟市西区青山,西区,青山,旅行、宿泊,トラベル21イオン新潟青山,JTB主催の募集型企画旅行,楽しむ,0,0,0,0
新潟県新潟市西区小新,西区,小新,旅行、宿泊,新潟富士ツーリスト アピタ西店,国内・海外旅行 商品,楽しむ,0,0,0,0
新潟県新潟市西区山田,西区,山田,旅行、宿泊,ホテルディアモント新潟西,宿泊,楽しむ,0,0,0,0
新潟県新潟市西区寺尾朝日通,西区,寺尾朝日通,旅行、宿泊,ホテル寺尾,宿泊,楽しむ,0,0,0,0
新潟県新潟市西区小針,西区,小針,温泉、銭湯、リラクゼーション,「美容矯正サロン」エンゼルハート,顔のゆがみ、小顔美容矯正,楽しむ,0,0,0,0
新潟県新潟市西区西小針台,西区,西小針台,スポーツ、趣味、写真、写真館,アクシー中央,スイミングスクール,楽しむ,0,0,0,0
新潟県新潟市西区小針南,西区,小針南,和食、寿司、割烹,廻鮮丸寿司小針店,寿司他(回転寿司),食べる,0,0,0,0
新潟県新潟市西区大野町,西区,大野町,和食、寿司、割烹,上新田屋仕出し店,御宴会・折詰・オードブル・お惣菜,食べる,0,0,0,0
新潟県新潟市西区亀貝,西区,亀貝,和食、寿司、割烹,くいどころ里味亀貝店,そば・うどん・寿司,食べる,0,0,0,0
新潟県新潟市西区小針,西区,小針,和食、寿司、割烹,小嶋屋総本店小針店,へぎそば,食べる,0,0,0,0
新潟県新潟市西区槇尾,西区,槇尾,和食、寿司、割烹,ことぶき寿司内野店,お寿司,食べる,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,和食、寿司、割烹,旬菜籐や,内野駅前徒歩10秒の海鮮居酒屋,食べる,0,0,0,0
新潟県新潟市西区寺地,西区,寺地,和食、寿司、割烹,すし処大仙,寿司専門店,食べる,0,0,0,0
新潟県新潟市西区寺尾,西区,寺尾,和食、寿司、割烹,蕎麦DAYS,蕎麦,食べる,0,0,0,0
新潟県新潟市西区山田堤付,西区,山田堤付,和食、寿司、割烹,大福家黒埼店,定食,食べる,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,和食、寿司、割烹,瀧すし,すし・その他・お料理・テイクアウト品,食べる,0,0,0,0
新潟県新潟市西区青山,西区,青山,和食、寿司、割烹,とんかつ政ちゃん青山店,かつ丼,食べる,0,0,0,0
新潟県新潟市西区小針,西区,小針,和食、寿司、割烹,丼丸FUJI,海鮮丼、ローストビーフ丼、うな丼等の丼商品,食べる,0,0,0,0
新潟県新潟市西区山田,西区,山田,和食、寿司、割烹,はじめずし黒埼店,大きめネタのはじめずし,食べる,0,0,0,0
新潟県新潟市西区寺尾朝日通,西区,寺尾朝日通,和食、寿司、割烹,政家新潟寺尾店,かつ丼,食べる,0,0,0,0
新潟県新潟市西区黒鳥,西区,黒鳥,洋食、イタリアン、フレンチ,AallaZ,パスタ、ピッツァ,食べる,1,0,0,0
新潟県新潟市西区小新大通,西区,小新大通,洋食、イタリアン、フレンチ,石焼ステーキ贅小新店,石焼きステーキレストラン,食べる,0,0,0,0
新潟県新潟市西区内野町,西区,内野町,洋食、イタリアン、フレンチ,にくの玄天,内野駅前徒歩5秒の肉居酒屋,食べる,0,0,0,0
新潟県新潟市西区青山,西区,青山,洋食、イタリアン、フレンチ,バターフィールドイオン新潟青山店,飲食店,食べる,0,0,0,0
新潟県新潟市西区亀貝,西区,亀貝,洋食、イタリアン、フレンチ,びっくりドンキー新潟亀貝,ハンバーグ・ステーキ,食べる,0,0,0,0
